2234,7,46
4202,7,48
3049,7,57
2911,0,65
204,1,53
4471,2,60
4166,3,41
4388,4,49
1222,4,58
1873,4,59
2504,7,40
2403,7,51
4545,7,78
1858,0,44
2294,1,41
2673,4,64
2560,5,62
883,5,75
2118,6,82
3158,7,78
1172,0,41
3525,0,42
4096,0,47
2921,1,64
265,1,66
3458,2,69
4422,5,73
219,6,80
116,1,89
4238,3,49
742,4,54
4793,4,63
4818,4,70
2077,6,73
2195,7,61
857,7,74
3074,0,45
1559,1,55
3391,2,49
3404,2,59
3721,4,63
1955,5,74
2564,6,49
3734,6,49
1135,7,66
4149,0,50
2548,2,66
2812,4,71
466,4,84
350,6,57
2126,6,68
2876,7,46
499,7,93
4328,0,75
2398,0,79
831,0,86
348,1,75
4688,2,55
1926,2,69
4568,4,71
1145,5,79
627,6,64
668,0,59
4638,0,86
945,1,71
1337,1,86
146,2,47
3035,3,67
1344,4,46
277,4,78
385,4,92
4481,5,66
1111,6,71
2317,7,68
3619,2,57
3100,3,60
218,5,47
965,5,84
943,0,82
1572,1,59
4307,1,75
2840,2,52
504,3,54
3568,4,64
2254,4,75
4562,4,86
2749,4,94
2918,5,65
3780,6,53
624,7,49
4441,7,84
2366,5,82
1673,6,52
766,6,77
4941,0,53
489,1,95
918,2,80
1702,2,82
1424,2,84
3252,3,67
84,4,71
1477,4,86
3150,5,91
1612,6,91
1498,7,50
3085,7,51
3299,7,51
2672,0,61
3182,0,72
779,2,67
865,3,92
4738,4,76
1569,4,76
1185,4,86
1551,5,78
1914,7,74
919,1,93
1269,2,58
4219,2,96
4737,3,57
2138,4,80
4144,4,82
542,6,63
1701,7,78
2762,7,90
3048,0,79
4777,0,91
2290,2,53
3067,2,74
2567,2,75
317,4,62
2145,4,82
2850,6,62
2981,6,76
3224,7,62
3015,7,96
3853,0,78
3684,3,72
4794,4,82
3136,4,98
722,6,57
290,6,58
1210,6,84
4419,7,82
4078,7,89
2467,7,102
4837,0,82
4650,2,61
1494,2,65
1902,2,102
3786,4,92
2408,4,95
1692,4,102
550,5,101
3596,6,84
4970,6,88
3086,7,76
2903,0,72
1148,1,76
4780,1,80
4668,4,57
3175,4,93
1014,5,62
3340,5,73
448,6,96
4805,7,89
524,0,59
4044,1,102
2137,1,106
2387,5,73
1431,6,78
68,7,73
3559,0,60
845,0,96
789,2,59
1890,2,77
1171,3,60
970,4,68
530,4,77
4178,4,88
4580,5,65
1550,7,87
4180,0,105
1920,1,78
4790,2,78
4552,2,101
2999,2,103
3748,0,69
517,0,91
1132,1,70
3572,1,76
4437,2,105
2436,3,97
1233,4,69
4705,4,89
2209,4,89
4933,5,93
402,6,98
4379,7,72
2328,0,66
2667,0,77
2087,0,79
36,1,73
4343,1,77
1422,1,91
2219,2,75
4033,7,105
4177,7,106
1650,0,69
4551,0,73
1769,0,88
1925,0,100
2221,1,81
3375,2,62
4949,4,103
3400,4,106
574,7,63
4026,0,63
1555,1,66
4775,1,72
3667,1,73
25,2,71
886,4,80
3350,4,80
3848,5,99
3563,6,86
1845,6,92
2310,7,100
2119,7,104
214,1,69
1355,1,91
1038,1,100
3378,3,81
3937,3,110
768,6,75
3646,6,95
3711,7,94
4696,0,71
2950,0,111
3075,1,68
2009,1,79
4236,1,107
744,1,113
2384,2,73
2025,2,74
4661,2,79
1193,2,89
1867,2,109
4685,3,77
568,3,104
3177,4,98
443,4,106
366,7,112
3553,1,70
2910,5,81
1768,5,96
3651,2,75
1689,2,78
4189,4,78
4283,4,110
4261,6,67
468,0,103
1063,0,113
4019,1,83
3120,1,115
2026,2,100
1818,2,105
2988,4,68
1419,4,74
4653,5,80
2527,6,69
4393,6,104
4781,7,114
2670,1,72
3995,2,98
3680,3,78
1820,4,105
2483,5,105
1533,6,72
1758,6,103
2714,7,88
1037,0,108
1908,1,76
1929,2,76
1207,2,83
4671,2,111
3897,2,115
4486,4,104
1510,6,113
3782,1,71
2648,3,74
578,3,76
2446,4,74
4986,4,102
2611,6,71
208,6,93
4476,6,94
3953,7,103
4853,7,104
455,1,84
591,2,83
1426,6,77
2878,7,111
4567,4,76
1610,4,101
1091,4,112
2168,5,95
4436,7,94
4741,7,110
3284,0,95
4475,1,113
4799,2,88
3994,3,115
4682,4,79
1463,0,82
1368,0,95
4242,0,96
1720,2,105
2766,4,86
3996,4,110
1216,4,115
2769,5,107
1358,6,75
1209,7,113
238,0,112
932,1,80
370,1,98
557,1,115
4807,2,81
2625,3,81
3335,3,86
2497,4,94
3733,4,108
678,6,100
3846,6,102
4111,7,80
4094,1,126
3754,4,121
120,5,90
3165,6,78
906,6,79
180,1,85
1539,1,121
4773,2,94
3362,5,110
432,6,125
4629,7,79
2793,7,103
685,3,100
1319,3,114
3386,6,110
3856,0,106
3050,1,87
1670,1,107
2533,5,106
4938,6,126
1137,0,84
262,0,86
4663,0,89
118,0,125
2106,2,81
3552,2,82
3206,2,128
4313,6,82
2095,6,83
4175,6,87
2573,1,96
3742,1,116
3687,2,95
421,2,120
431,4,126
619,6,118
2447,0,107
4957,1,98
1339,1,126
122,2,109
2915,2,115
495,4,85
3137,4,101
3176,4,123
27,7,86
3187,7,121
3305,0,111
2550,0,112
1327,0,115
4253,2,93
794,3,86
1849,3,129
2919,1,111
572,1,127
1353,2,117
2054,2,132
3950,4,87
3816,4,98
1513,4,120
4503,5,118
2852,0,101
2225,0,103
4002,1,115
4940,1,124
4466,2,91
4964,2,97
4122,3,101
3351,4,96
3610,4,123
559,5,98
2314,5,113
2790,6,90
1283,6,114
171,6,117
4400,6,131
1470,0,87
2288,0,101
3484,1,113
1586,4,100
829,6,104
2301,0,95
721,1,110
3905,1,128
4449,2,120
4510,4,100
601,5,100
3261,5,119
2819,7,88
3611,0,93
2880,0,112
4997,6,106
28,6,119
1043,6,121
510,6,137
4467,7,98
3428,1,92
1602,1,111
3823,1,138
1855,2,124
2159,4,90
1385,5,97
1124,5,116
4032,7,92
4075,7,101
4856,7,118
4764,0,139
4050,2,122
1846,2,132
2206,4,96
4862,4,104
2112,6,139
3622,0,109
50,0,125
2337,0,126
2697,0,137
1853,2,109
3473,2,112
3262,2,120
62,3,96
167,3,119
712,6,99
4852,6,104
160,6,129
2141,7,113
4984,1,120
4303,1,135
1733,2,103
1032,2,108
2327,2,115
3413,2,133
4310,2,138
485,4,141
1669,7,104
2006,0,131
3818,2,100
1635,4,113
3499,4,117
849,4,121
690,6,136
4851,7,111
474,2,136
1532,3,136
1187,5,127
4496,5,138
39,6,127
1954,0,118
2218,0,131
1802,1,111
4430,2,102
3201,2,143
1430,4,101
989,4,110
1459,6,119
1971,7,115
921,1,114
373,2,118
2808,4,105
3393,4,133
3169,6,120
2321,6,139
3043,0,110
1121,1,126
4013,2,136
636,3,102
1788,3,121
3425,3,142
3519,4,115
1881,5,136
3956,5,145
4907,3,114
236,4,105
1119,0,133
87,0,142
4160,1,128
4424,1,130
4110,2,143
2853,3,115
2015,3,148
697,4,127
1116,4,135
86,0,142
3924,0,146
4472,1,106
196,4,133
3585,5,108
1123,5,123
3289,6,105
2671,6,130
1500,6,136
3930,7,122
1785,0,134
483,1,109
1069,1,130
1609,4,108
1840,4,112
3869,5,152
4468,0,108
4966,2,133
179,2,140
222,3,151
4456,4,132
1699,4,144
4959,6,105
1900,6,141
2716,7,140
2046,1,140
3928,0,111
3916,0,125
1439,0,131
1927,3,129
4707,4,136
2038,7,108
2281,2,115
1718,4,143
4757,6,131
4718,6,132
2801,1,140
528,3,124
4901,3,126
4505,4,117
1481,2,110
2895,1,114
3418,1,151
4087,3,148
4884,6,126
4558,6,142
3157,7,125
4829,0,131
1548,1,119
873,1,153
3921,2,141
356,2,145
2545,4,123
4923,6,113
725,6,142
4939,7,123
2373,0,153
3618,2,131
2578,5,125
1868,5,128
1763,5,136
1248,5,138
1613,6,157
4154,6,161
1725,0,120
3205,1,115
2186,1,138
2452,4,125
83,6,114
3353,0,124
4140,0,142
3057,1,118
53,1,161
1109,2,115
3444,2,143
4885,3,158
4692,4,118
2807,4,153
2982,4,161
4502,6,121
1451,7,133
4962,0,118
3121,0,134
4840,2,142
3089,4,136
1379,0,146
4027,1,136
40,1,143
338,2,148
2708,3,142
2,4,119
1371,4,141
376,4,150
1030,4,153
4417,1,137
4700,2,118
1747,2,119
741,2,143
2666,4,158
4308,0,164
334,2,146
4809,4,125
3705,6,122
1743,7,121
2555,7,126
3894,0,138
3179,1,135
275,2,134
418,3,158
773,4,135
4589,6,145
4655,6,152
1885,7,128
2765,0,137
1762,1,133
2623,1,164
3534,2,126
2772,2,141
3800,2,143
997,5,130
1232,5,140
687,6,136
1958,6,146
4687,0,144
1042,0,156
893,0,164
1280,3,160
4222,4,164
1553,6,128
3071,7,133
969,7,146
409,7,168
3865,1,161
4712,2,161
2624,4,126
239,4,135
3901,7,144
3139,2,125
1086,4,125
4004,4,147
2702,4,157
3352,6,136
3266,6,139
4733,6,147
3973,7,123
3023,7,140
1397,7,156
3371,0,156
2809,1,148
4553,3,126
929,4,140
1831,6,157
1496,0,168
719,1,132
2326,4,168
4231,1,151
1457,1,174
3263,3,134
3466,3,166
981,4,166
4463,4,173
602,6,169
3164,0,136
2842,1,136
2585,1,147
426,3,151
2724,6,142
2954,0,166
811,2,131
618,2,144
2201,5,152
2428,6,144
2034,6,173
735,7,152
4451,0,136
3200,1,172
304,2,135
4414,2,142
4522,3,169
2278,4,175
1472,6,164
56,7,160
1646,1,133
3967,2,146
3732,2,151
1445,0,162
3540,0,178
130,1,166
3932,6,152
4967,1,143
2569,1,155
2494,2,164
2182,2,181
1697,3,177
411,4,137
1412,4,146
2129,4,172
2606,5,153
2306,7,138
2040,7,143
4124,0,170
2392,1,160
3925,1,164
2541,1,177
1799,2,167
4744,4,173
1772,5,162
1671,6,154
2739,0,142
3339,4,144
1205,5,162
2618,6,160
856,7,142
2270,0,179
3092,2,162
2752,3,145
2484,6,154
4438,7,139
3421,0,141
1575,0,187
3415,2,188
2632,4,147
4803,4,166
1082,5,162
1020,0,154
4280,0,171
3679,1,146
972,1,166
3907,1,170
4358,3,154
60,5,140
3833,7,180
363,0,186
4897,1,169
930,2,170
15,2,182
3843,3,156
4045,4,151
2283,6,173
3397,0,171
4410,0,184
1728,0,191
4183,1,160
5,4,148
523,4,156
2081,5,145
3174,6,147
4623,6,169
521,6,186
4872,7,171
4787,0,148
1467,1,191
3490,4,146
3149,4,154
380,0,152
4648,1,178
1616,2,166
1847,4,191
344,5,149
16,6,170
4069,1,153
4504,2,173
2572,3,148
2727,4,164
4845,6,192
3221,7,161
4713,0,151
4902,2,186
4631,5,162
1974,5,170
44,6,160
4506,0,171
1740,0,188
1406,1,167
3355,4,152
3509,4,193
4903,6,163
3155,6,175
3109,0,156
2931,0,190
481,1,163
4130,1,184
3018,1,185
3946,2,172
1756,4,154
2477,4,185
3881,4,194
1593,7,171
301,0,152
2784,0,165
1686,0,169
3986,1,194
2932,2,161
4327,6,170
608,0,165
2844,2,154
868,2,198
1197,4,177
1700,4,198
2810,6,168
3791,0,161
2529,0,192
1713,1,158
3163,2,154
4145,6,192
2907,7,173
4953,1,181
4100,1,198
2420,2,200
2817,4,165
4315,6,191
575,6,199
4543,7,171
4563,7,173
4454,7,198
2302,2,165
2397,2,167
1255,3,190
274,6,195
3855,2,157
4296,2,169
4945,2,179
3527,4,166
3374,4,198
1012,6,178
1938,7,172
4866,1,202
4731,4,176
1110,6,187
1149,7,164
3625,0,198
4276,2,159
2260,2,167
4850,3,164
4023,4,164
2598,4,177
3896,5,189
449,6,161
4825,0,194
3741,1,186
2474,2,170
676,2,194
963,2,202
1636,2,204
4284,4,167
2975,3,175
4666,4,172
2463,5,187
4086,7,168
3886,1,178
90,0,174
2229,1,202
894,3,171
3027,4,166
3778,5,194
2824,6,162
4064,6,192
1991,7,182
4368,7,190
1499,0,200
1276,1,186
2266,1,195
670,1,197
4864,4,198
